,est_diameter_min,relative_velocity,absolute_magnitude,hazardous
37664,0.3503926411,85216.051484847,19.4,0
37665,0.0192555078,78464.004621188,25.7,0
37666,0.0183888672,13951.0898209626,25.8,0
37667,0.0088014652,27140.0238162979,27.4,0
37668,0.1838886721,106322.6925921146,20.8,1
37669,0.02658,68947.9404290377,25.0,0
37670,0.0144728805,26823.0082026419,26.32,0
37671,0.2063264836,83952.3591125017,20.55,1
37672,0.1394938229,59661.2864617574,21.4,0
37673,0.0421264611,40606.8695957966,24.0,0
37674,0.0096506147,46700.2082757222,27.2,0
37675,0.1677084622,68487.5403529344,21.0,0
37676,0.1108038821,52402.0841988185,21.9,1
37677,0.0291443905,40022.2505776298,24.8,0
37678,0.3685996993,114893.7277668444,19.29,1
37679,0.0036690614,41792.9943078544,29.3,0
37680,0.2424124811,55808.3467770282,20.2,0
37681,0.0884209093,33958.8609078419,22.39,0
37682,0.0555334912,8521.3630677767,23.4,0
37683,0.1394938229,27963.2911404277,21.4,0
37684,0.04411182,37440.2551115783,23.9,0
37685,0.0105816886,39933.2749860745,27.0,0
37686,0.0483676488,24146.3656536817,23.7,0
37687,0.04411182,57771.7602438794,23.9,0
37688,0.02658,5224.3407599824,25.0,0
37689,0.1460679643,52627.959403461,21.3,0
37690,0.6376097899,48411.5337120982,18.1,0
37691,0.1420872067,85661.0278118852,21.36,0
37692,0.1058168859,43692.2859772426,22.0,1
37693,0.02658,55774.009501254,25.0,0
37694,0.0080270317,50557.7267292931,27.6,0
37695,0.0192555078,45364.421494813,25.7,0
37696,0.0071540995,17568.3376360265,27.85,0
37697,0.3424167308,30236.2696322172,19.45,0
37698,0.2424124811,55120.9488211537,20.2,0
37699,0.0608912622,37784.9138224198,23.2,0
37700,0.4212646106,96042.6723829331,19.0,0
37701,0.2538370294,54216.054988812,20.1,1
37702,0.096506147,39544.0543030421,22.2,0
37703,0.0699125232,78647.2048207249,22.9,0
37704,0.1307841086,59719.3988740146,21.54,0
37705,0.0253837029,59153.6635695454,25.1,0
37706,0.0069912523,33401.5667632008,27.9,0
37707,0.0350392641,58911.8417164667,24.4,0
37708,0.2272767323,55120.9489065904,20.34,0
37709,0.9562137328,41336.4313933344,17.22,0
37710,0.0201629919,54739.2830549731,25.6,0
37711,0.0840533402,48974.8685243209,22.5,0
37712,0.0305179233,28480.4557301628,24.7,0
37713,0.0880146521,17671.1391187847,22.4,0
37714,0.058150704,54047.1680101516,23.3,0
37715,0.0384197891,45475.6985502955,24.2,0
37716,0.022108281,20407.5308849045,25.4,0
37717,0.0350392641,32314.8949009191,24.4,0
37718,0.1214940408,65069.381368462,21.7,1
37719,0.0530340723,43144.672740696,23.5,0
37720,0.046190746,81807.071019107,23.8,0
37721,0.02658,60158.608038662,25.0,0
37722,0.0319561887,48612.8761117643,24.6,0
37723,0.2412986969,126039.1198607903,20.21,1
37724,0.2231284644,29706.6803831344,20.38,1
37725,0.4310771239,80976.7106099478,18.95,0
37726,0.2016299194,58449.0246003828,20.6,1
37727,0.3210369174,46986.0531924409,19.59,0
37728,0.1010543415,22552.7710704979,22.1,0
37729,0.0231502122,59498.011732343,25.3,0
37730,0.0192555078,22072.341199957,25.7,0
37731,0.0699125232,35821.9120964654,22.9,0
37732,0.1467421834,47280.3485022313,21.29,0
37733,0.0095182033,82930.1883394993,27.23,0
37734,0.1108038821,30883.19446037,21.9,0
37735,0.2469192656,78797.5031437214,20.16,1
37736,0.3669061375,45805.3318606529,19.3,1
37737,0.0136318556,55908.8511796033,26.45,0
37738,0.5553349116,26450.1566687919,18.4,0
37739,0.0231502122,26450.1566687919,25.3,0
37740,0.0152951935,18527.3323328389,26.2,0
37741,0.096506147,43573.1885613796,22.2,0
37742,0.2914439045,77309.9770496958,19.8,0
37743,0.0127219879,32063.9021684103,26.6,0
37744,0.1160259082,32200.2882735916,21.8,0
37745,0.0780827277,46514.1205687619,22.66,0
37746,0.0211132445,67002.1918573046,25.5,0
37747,0.0070235225,18357.2879196964,27.89,0
37748,0.0303777061,103811.2580246144,24.71,0
37749,0.6376097899,86449.7032894886,18.1,1
37750,0.0421264611,21356.4069960565,24.0,0
37751,0.1226182113,66127.6693878196,21.68,1
37752,0.0366906138,66127.6693878196,24.3,0
37753,0.0366906138,27998.8073947714,24.3,0
37754,0.0844413128,35927.5467034341,22.49,0
37755,0.0175612318,37644.3107233733,25.9,0
37756,0.0900647767,52212.5501879603,22.35,0
37757,0.6645917971,60181.0408023548,18.01,0
37758,0.3270054393,79801.4971874477,19.55,0
37759,0.5041444339,30958.2230143296,18.61,0
37760,0.2390864572,57844.8015615792,20.23,0
37761,0.058150704,71706.1642727958,23.3,0
37762,0.0073207399,15173.6025609751,27.8,0
37763,0.1332155667,47485.3637904444,21.5,0
37764,0.0211132445,91837.3303663409,25.5,0
37765,0.0256185754,72523.2149245807,25.08,0
37766,1.4340192346,71153.2827258016,16.34,0
37767,0.1214940408,29513.5789782846,21.7,1
37768,0.5182686946,80248.3717239022,18.55,1
37769,0.2424124811,80933.3226655934,20.2,0
37770,0.1394938229,38390.9451203776,21.4,1
37771,0.040230458,51692.2249883299,24.1,0
37772,0.02658,48823.250958238,25.0,0
37773,0.0366906138,43007.6992581806,24.3,0
37774,0.04411182,33058.3814510208,23.9,0
37775,0.0384197891,54041.9419505869,24.2,0
37776,0.0699125232,79742.0785388843,22.9,0
37777,0.2682594171,63751.9245929453,19.98,0
37778,0.0483676488,34827.9610031447,23.7,0
37779,0.2658,81721.3864228182,20.0,1
37780,0.0421264611,74625.348718548,24.0,0
37781,0.0125474356,12245.5478456502,26.63,0
37782,0.0089650967,13813.3508499039,27.36,0
37783,0.1407845434,38390.945756499,21.38,1
37784,0.3439972547,68245.4182629964,19.44,1
37785,0.3503926411,9933.9016532057,19.4,0
37786,0.0160160338,51069.6918839236,26.1,0
37787,0.0069912523,44243.2703932114,27.9,0
37788,0.2783267681,80306.4576792679,19.9,0
37789,0.0278326768,31011.2966819591,24.9,0
37790,0.0880146521,33858.2379669457,22.4,0
37791,0.0152951935,19474.7919218345,26.2,0
37792,0.0211132445,121662.1548454104,25.5,0
37793,0.0481454197,35085.80741572,23.71,0
37794,0.0318093633,27515.5533928835,24.61,0
37795,1.3018321019,71644.0806849816,16.55,1
37796,0.063760979,57168.3581305459,23.1,0
37797,0.04411182,52728.7913001976,23.9,0
37798,0.0802703167,32231.6505764399,22.6,0
37799,0.096506147,53521.0456579524,22.2,0
37800,0.0384197891,31664.1355831603,24.2,0
37801,0.0421264611,7659.9655628925,24.0,0
37802,0.0305179233,33540.0714570937,24.7,0
37803,0.0139493823,92065.9239790625,26.4,0
37804,0.0132603497,43841.2689339088,26.51,0
37805,0.0278326768,26224.8586605326,24.9,0
37806,0.0555334912,39169.3534848158,23.4,0
37807,0.0175612318,14705.5875446245,25.9,0
37808,0.2914439045,76935.5849191817,19.8,0
37809,0.0766575574,35182.733278081,22.7,0
37810,0.0766575574,100938.4283234052,22.7,0
37811,0.1058168859,64873.9165611431,22.0,0
37812,0.0152951935,73933.2566917474,26.2,0
37813,0.0608912622,34462.1562166269,23.2,0
37814,0.0766575574,40995.4513031644,22.7,0
37815,0.0366906138,17192.7990345628,24.3,0
37816,0.2304384666,49866.2422896992,20.31,0
37817,0.0366906138,40954.0784641726,24.3,0
37818,0.0506471459,15465.0370673718,23.6,0
37819,0.0055533491,36741.1382864107,28.4,0
37820,0.0130784109,27761.148380496,26.54,0
37821,0.0163890951,71124.644249014,26.05,0
37822,0.0732073989,50270.85553212,22.8,0
37823,0.0608912622,31973.9274853483,23.2,0
37824,0.0305179233,4113.2246663385,24.7,0
37825,0.0770113926,26526.6928055612,22.69,0
37826,0.096506147,21784.7068280886,22.2,0
37827,0.0291443905,30972.4689648558,24.8,0
37828,0.0699125232,77054.8923070189,22.9,0
37829,0.0278326768,17557.685741432,24.9,0
37830,0.0421264611,79860.7950085908,24.0,0
37831,0.0192555078,29943.5379903195,25.7,0
37832,0.4704949611,29325.654394952,18.76,0
37833,0.5477154309,73125.5037496729,18.43,1
37834,0.0139493823,23860.2353016108,26.4,0
37835,0.4836764882,92596.7332823864,18.7,0
37836,0.0146067964,11676.4826906283,26.3,0
37837,0.0667659413,61098.7838097928,23.0,0
37838,0.0631764148,31086.2930211647,23.12,0
37839,0.1594244681,79331.8893397708,21.11,0
37840,0.0334622374,54837.9539970739,24.5,0
37841,0.0242412481,52774.3933314034,25.2,0
37842,0.0146067964,59485.3502640516,26.3,0
37843,0.0421264611,62130.5440277562,24.0,0
37844,0.0043107712,35675.9049887564,28.95,0
37845,0.5630603897,41539.7640708515,18.37,1
37846,0.3841978911,17184.268257227,19.2,0
37847,0.3195618867,45290.9618036514,19.6,0
37848,0.3841978911,80881.5976863019,19.2,0
37849,0.0291443905,84284.5746961973,24.8,0
37850,0.0183888672,49855.0432493164,25.8,0
37851,0.0483676488,26076.9649603544,23.7,0
37852,0.0384197891,25835.487593883,24.2,0
37853,0.0175612318,56365.375345016,25.9,0
37854,0.0160160338,69021.6054308248,26.1,0
37855,0.0228325794,80408.7563705251,25.33,0
37856,0.0076657557,75604.1903966887,27.7,0
37857,0.1494703242,104163.8360327464,21.25,0
37858,0.009830033,57376.4125463078,27.16,0
37859,0.5950520786,56782.6333319923,18.25,0
37860,0.1970402621,30274.9558063008,20.65,0
37861,0.0175612318,20122.6985751843,25.9,0
37862,0.1677084622,60258.4749988574,21.0,0
37863,0.109788026,17735.0919414958,21.92,0
37864,0.0139493823,12076.06523405,26.4,0
37865,0.0139493823,34473.348559484,26.4,0
37866,0.1160259082,74432.1057732346,21.8,0
37867,0.0584191154,52979.3476892842,23.29,0
37868,0.022108281,52996.7757477802,25.4,0
37869,0.0242412481,19369.0958514625,25.2,0
37870,0.022108281,21596.7831559214,25.4,0
37871,0.0027450798,8136.7385787131,29.93,0
37872,0.2914439045,84236.6135254824,19.8,0
37873,0.2007035141,62722.6276096609,20.61,0
37874,0.0175612318,44083.5905117074,25.9,0
37875,0.0066765941,58319.1488264324,28.0,0
37876,0.063760979,17439.3654972454,23.1,0
37877,0.1272198785,40809.1156524857,21.6,0
37878,0.0073207399,61917.8320999174,27.8,0
37879,0.0832827346,61839.6864719141,22.52,0
37880,0.02658,45470.5830715727,25.0,0
37881,0.0530340723,38360.0682621976,23.5,0
37882,0.0146067964,52221.9090273934,26.3,0
37883,0.2315021222,58951.8396263765,20.3,1
37884,0.0840533402,38301.1064102714,22.5,0
37885,0.0116025908,59549.5180505794,26.8,0
37886,0.0175612318,43878.0705961414,25.9,0
37887,0.0453476699,30886.6308253748,23.84,0
37888,0.0520660914,61392.1131194749,23.54,0
37889,0.0139493823,60941.1009102415,26.4,0
37890,0.1118291378,66222.521742281,21.88,1
37891,0.0127219879,33745.2777941415,26.6,0
37892,0.0464039528,9358.4514651951,23.79,0
37893,0.0728710415,41337.9283502275,22.81,0
37894,0.0088014652,74244.8974373762,27.4,0
37895,0.008405334,63876.0798281498,27.5,0
37896,0.0291443905,23129.6987848317,24.8,0
37897,1.3694777373,126119.3506603416,16.44,1
37898,0.1529519353,109707.2548079522,21.2,1
37899,0.0334622374,29214.2984747211,24.5,0
37900,0.2573682542,54653.4047255789,20.07,1
37901,0.0146067964,71613.9144101722,26.3,0
37902,0.1108038821,47039.0384506756,21.9,1
37903,0.0152951935,30193.5786849747,26.2,0
37904,0.0384197891,12897.3788933343,24.2,0
37905,0.0160160338,49392.6207589537,26.1,0
37906,0.0183888672,31569.8548846697,25.8,0
37907,0.0303777061,47844.2063293592,24.71,0
37908,0.0211132445,18596.9609968719,25.5,0
37909,0.0160160338,59382.4817339593,26.1,0
37910,0.0053034072,19614.7395211792,28.5,0
37911,0.0127219879,67378.2466562503,26.6,0
37912,0.0127219879,62848.7187213722,26.6,0
37913,0.0201629919,46534.6343829478,25.6,0
37914,0.0334622374,45168.9810815182,24.5,0
37915,0.008405334,20044.7448505264,27.5,0
37916,0.0310852938,12998.5847110953,24.66,0
37917,0.5064714588,37770.2002608908,18.6,1
37918,0.1594244681,32874.0969607299,21.11,1
37919,0.0101054342,38171.9498809403,27.1,0
37920,0.0175612318,58215.0588609373,25.9,0
37921,0.1154928176,26282.0990725002,21.81,0
37922,0.0699125232,73061.2657597417,22.9,0
37923,0.1420872067,123524.959536004,21.36,1
37924,0.0253837029,79680.6095523354,25.1,0
37925,0.0802703167,30608.7435537818,22.6,0
37926,0.1684825693,61983.474249236,20.99,1
37927,0.1838886721,75702.2091613214,20.8,0
37928,0.0715409951,11924.4058557804,22.85,0
37929,0.99667824,48061.5876694861,17.13,0
37930,0.2670268771,54595.3611572269,19.99,1
37931,0.0116025908,63687.714797381,26.8,0
37932,0.0192555078,20393.5106060962,25.7,0
37933,0.0350392641,118952.166171173,24.4,0
37934,0.022108281,85618.8817250857,25.4,0
37935,0.04411182,30109.5079016585,23.9,0
37936,0.0167708462,31701.8931271739,26.0,0
37937,0.0291443905,59362.9000932118,24.8,0
37938,0.0319561887,33181.0478807225,24.6,0
37939,0.0139493823,33178.9003701871,26.4,0
37940,0.0384197891,31211.8593598486,24.2,0
37941,0.0802703167,50815.7867824945,22.6,0
37942,0.1058168859,53131.471031452,22.0,0
37943,0.2412986969,108798.8740939652,20.21,0
37944,0.0175612318,57964.8925482066,25.9,0
37945,0.0667659413,26130.9072302185,23.0,0
37946,0.0384197891,48349.9399848768,24.2,0
37947,0.2573682542,37224.7453087556,20.07,0
37948,0.0844413128,96746.2231374868,22.49,0
37949,0.0278326768,23931.5140107616,24.9,0
37950,0.0278326768,11861.2651894523,24.9,0
37951,0.0175612318,21475.124926187,25.9,0
37952,0.0146067964,71763.2614477498,26.3,0
37953,0.0152951935,96053.5905515122,26.2,0
37954,0.0127219879,63043.2519904519,26.6,0
37955,0.0291443905,28642.6434270416,24.8,0
37956,0.1010543415,68794.5378432892,22.1,0
37957,0.1579628558,102248.756749436,21.13,1
37958,0.0305179233,50805.019552513,24.7,0
37959,0.0506471459,49810.5132099095,23.6,0
37960,0.1756123185,53671.2256991153,20.9,0
37961,0.0921626549,93315.7701498676,22.3,0
37962,0.0880146521,106141.5856781622,22.4,0
37963,0.0506471459,27572.0877835617,23.6,0
37964,0.0055533491,28805.319376137,28.4,0
37965,0.0076657557,24459.4010744411,27.7,0
37966,0.0167708462,19693.4287816026,26.0,0
37967,0.1460679643,69673.9592563618,21.3,0
37968,0.1010543415,36411.9060212953,22.1,0
37969,0.0880146521,20146.95918762,22.4,0
37970,0.3703010782,108293.0503982317,19.28,0
37971,0.0069912523,75247.5553823365,27.9,0
37972,0.0421264611,52181.5038785482,24.0,0
37973,0.1732028271,51291.3657207877,20.93,0
37974,0.0483676488,40382.1735677672,23.7,0
37975,0.0163137941,34020.9759125018,26.06,0
37976,0.0253837029,48371.9682345023,25.1,0
37977,0.4174024334,20699.5856355643,19.02,0
37978,0.1460679643,3475.7564203899,21.3,0
37979,0.1838886721,25673.3374811261,20.8,1
37980,0.0921626549,87219.1287869821,22.3,0
37981,0.1272198785,76240.5675297808,21.6,1
37982,0.0017561232,58013.1749484479,23.0,0
37983,0.0667659413,18450.20834745,23.0,0
37984,0.0350392641,33411.7322083485,24.4,0
37985,0.0201629919,37603.1816431762,25.6,0
37986,0.0421264611,87996.1121699724,24.0,0
37987,0.0555334912,70751.5028856083,23.4,0
37988,0.0732073989,25586.1701010841,22.8,0
37989,0.0477040198,21709.319536996,23.73,0
37990,0.0242412481,28076.9289312759,25.2,0
37991,0.2658,50806.9432741302,20.0,0
37992,0.0667659413,60301.0474164936,23.0,0
37993,0.4411182,80577.0275529787,18.9,0
37994,0.1108038821,74654.1444492868,21.9,0
37995,0.0133215567,101626.765566138,26.5,0
37996,0.0186446818,26006.9990393784,25.77,0
37997,0.3986162293,90833.9090423472,19.12,0
37998,0.1881719895,46798.3260449597,20.75,1
37999,0.061738344,77802.1783553855,23.17,0
38000,0.0231502122,25014.1007046239,25.3,0
38001,0.0366906138,86998.0952936048,24.3,0
38002,0.1220548318,47878.2613859015,21.69,0
38003,0.046190746,79677.5806647702,23.8,0
38004,0.0506471459,51514.2669770842,23.6,0
38005,0.022108281,35322.5146462218,25.4,0
38006,0.0201629919,39694.3872780017,25.6,0
38007,0.0319561887,65497.943770852,24.6,0
38008,0.0584191154,53897.591280127,23.29,0
38009,0.0259749653,57712.7647690304,25.05,0
38010,0.0614546821,99084.0201491945,23.18,0
38011,0.008405334,45094.1241297301,27.5,0
38012,0.0199781365,59540.1281587674,25.62,0
38013,0.0925880583,54963.8059322848,22.29,0
38014,1.7240703244,5582.7741227747,15.94,0
38015,0.0110803882,72603.371871783,26.9,0
38016,0.0421264611,27490.4570631103,24.0,0
38017,0.0146067964,33560.9506891523,26.3,0
38018,0.0046190746,49597.3562502424,28.8,0
38019,0.1677084622,46003.6971951178,21.0,0
38020,0.0073207399,71173.5598470067,27.8,0
38021,0.0048367649,31666.5476690621,28.7,0
38022,0.1058168859,92846.1435845234,22.0,1
38023,0.0055533491,38864.8316350714,28.4,0
38024,0.0319561887,62979.6076960306,24.6,0
38025,0.2315021222,87603.30114066,20.3,0
38026,0.0122618211,34719.3266080328,26.68,0
38027,0.1822027706,19532.195739504,20.82,1
38028,0.1677084622,64191.8719033643,21.0,1
38029,0.2538370294,84714.8258090812,20.1,0
38030,0.0291443905,58486.5283146638,24.8,0
38031,0.0040230458,11390.920782613,29.1,0
38032,0.040230458,42599.4620553979,24.1,0
38033,0.0139493823,78844.6283463187,26.4,0
38034,0.0096506147,28284.8567108374,27.2,0
38035,0.0069912523,12915.0520238316,27.9,0
38036,0.0127219879,55668.0980701548,26.6,0
38037,0.4661814374,56696.7081027956,18.78,0
38038,0.2315021222,96759.7742330179,20.3,1
38039,0.2538370294,59337.0888441368,20.1,0
38040,0.0722029558,54699.6653415295,22.83,0
38041,0.022108281,29830.9488519363,25.4,0
38042,0.0110803882,18517.6040351291,26.9,0
38043,0.046190746,30477.8752757352,23.8,0
38044,0.3346223745,81003.8967112706,19.5,1
38045,0.2480589932,57781.4953431067,20.15,0
38046,0.096506147,86823.1937650043,22.2,0
38047,0.3194147569,81006.9560520937,19.601,1
38048,0.1214940408,18591.4063375486,21.7,0
38049,0.0185590173,62465.2042994377,25.78,0
38050,0.0213086029,102080.8775180506,25.48,0
38051,0.1214940408,70865.4882608248,21.7,1
38052,0.1460679643,89479.8495329429,21.3,0
38053,0.0766575574,26812.7186729306,22.7,0
38054,0.058150704,57198.3256212476,23.3,0
38055,0.0921626549,35085.6969081086,22.3,0
38056,0.0201629919,69155.312678608,25.6,0
38057,0.0157962856,93800.1658367948,26.13,0
38058,0.2368944994,96460.4010403714,20.25,0
38059,0.014878357,85976.6750631346,26.26,0
38060,0.4212646106,87863.2613862289,19.0,0
38061,0.2658,35467.4098172287,20.0,1
38062,0.0350392641,21580.75058063,24.4,0
38063,0.1460679643,55397.1639445337,21.3,0
38064,0.0183888672,46559.9753921477,25.8,0
38065,0.0038419789,11943.8924917124,29.2,0
38066,0.0732073989,72925.7330832527,22.8,0
38067,0.0231502122,61983.9420225793,25.3,0
38068,0.0483676488,38327.3795072736,23.7,0
38069,0.0076657557,40145.1804137113,27.7,0
38070,0.1529519353,69209.8326088834,21.2,0
38071,0.008405334,52338.3404971644,27.5,0
38072,0.0038954262,76264.2737589989,29.17,0
38073,0.0938760865,27310.5780559426,22.26,0
38074,0.2424124811,69659.6190084173,20.2,1
38075,0.1460679643,53870.2987693579,21.3,0
38076,0.040230458,44926.9865061988,24.1,0
38077,0.0667659413,60554.4723000821,23.0,0
38078,0.1058168859,45889.1268261847,22.0,0
38079,0.2111324448,108983.2698433271,20.5,0
38080,0.0080270317,49584.3902686325,27.6,0
38081,0.0530340723,44172.609804652,23.5,0
38082,0.0127219879,19276.0388484845,26.6,0
38083,0.1113153296,70236.6634848107,21.89,1
38084,0.0110803882,59543.2720737256,26.9,0
38085,0.0319561887,56015.7735984113,24.6,0
38086,0.0667659413,54318.8097531734,23.0,0
38087,0.0555334912,47646.6755361167,23.4,0
38088,0.0211132445,36254.8958324954,25.5,0
38089,0.1214940408,65690.8542260489,21.7,0
38090,0.0852226386,40240.9022658174,22.47,0
38091,0.0069912523,68308.3558101704,27.9,0
38092,0.2016299194,61506.6091035599,20.6,1
38093,0.0199781365,61044.9342936692,25.62,0
38094,0.1113153296,70236.6634858435,21.89,1
38095,1.5507970872,83334.6191033946,16.17,0
38096,0.5630603897,20903.3487391619,18.37,0
38097,0.0063760979,16361.5400911925,28.1,0
38098,0.4023045798,68185.2977966009,19.1,1
38099,0.04411182,49246.671522227,23.9,0
38100,0.0133215567,23306.6702559212,26.5,0
38101,0.4023045798,105276.1859086399,19.1,0
38102,0.0421264611,79424.8468062491,24.0,0
38103,0.0253837029,31905.5577464027,25.1,0
38104,0.0880146521,32931.953550969,22.4,0
38105,0.0127219879,19587.4731993585,26.6,0
38106,0.063760979,85542.9679680361,23.1,0
38107,0.0101054342,28840.1245024712,27.1,0
38108,0.0608912622,80535.5881814056,23.2,0
38109,0.5815070396,111886.5101524452,18.3,0
38110,0.273246732,74802.00973054,19.94,0
38111,0.1925550782,60283.07919207,20.7,0
38112,0.0253837029,23555.5641550586,25.1,0
38113,0.0211132445,46087.7611403974,25.5,0
38114,0.0152951935,57636.9456265541,26.2,0
38115,0.0614546821,52875.1221186154,23.18,0
38116,2.3689449936,69559.7212932718,15.25,1
38117,0.9920989194,14603.4664861124,17.14,0
38118,0.3346223745,67205.6398498594,19.5,0
38119,0.3806755436,87473.5368518351,19.22,0
38120,0.4726666672,31712.9614508431,18.75,0
38121,0.0366906138,77822.4948617408,24.3,0
38122,0.0058150704,34934.6137481031,28.3,0
38123,0.0160160338,26666.4505791507,26.1,0
38124,0.0421264611,33885.7548416079,24.0,0
38125,0.0160160338,62807.476187641,26.1,0
38126,0.3503926411,60430.6985673316,19.4,0
38127,0.0127219879,33959.0220133891,26.6,0
38128,0.0080270317,68642.1996304619,27.6,0
38129,0.0190789723,73719.475349436,25.72,0
38130,0.0253837029,73222.8135411355,25.1,0
38131,0.1010543415,28129.6714144876,22.1,0
38132,0.0167708462,33162.3053850588,26.0,0
38133,0.0322518756,49540.5463444247,24.58,0
38134,0.0350392641,31853.5954278125,24.4,0
38135,0.008405334,17253.3992140705,27.5,0
38136,0.02658,34815.2645295789,25.0,0
38137,0.1160259082,90562.7324296886,21.8,0
38138,0.0073207399,28954.1390413365,27.8,0
38139,0.046190746,47806.1286299676,23.8,0
38140,0.046190746,42183.2911739789,23.8,0
38141,0.0417402433,21863.9878117754,24.02,0
38142,0.4290965044,45790.9222006606,18.96,0
38143,0.0840533402,48107.664620181,22.5,0
38144,0.1272198785,40339.2652183562,21.6,0
38145,0.0105816886,26285.7698720956,27.0,0
38146,0.0092162655,11400.9235154876,27.3,0
38147,0.02658,23157.9759445912,25.0,0
38148,0.0350392641,75342.0083213293,24.4,0
38149,0.0483676488,56247.9967952032,23.7,0
38150,2.1210698788,46367.3322895774,15.49,0
38151,0.2231284644,46367.3322895774,20.38,1
38152,0.3841978911,72749.0285523191,19.2,0
38153,0.4683332331,32385.308134221,18.77,0
38154,0.1460679643,31166.7566067396,21.3,0
38155,0.0384197891,70225.3080219956,24.2,0
38156,0.0211132445,49536.8376108923,25.5,0
38157,0.02658,7557.9147302425,25.0,0
38158,0.1160259082,30170.9212124882,21.8,0
38159,0.0334622374,30199.2527672482,24.5,0
38160,0.0092162655,35634.3376599196,27.3,0
38161,0.0175612318,28714.1689297405,25.9,0
38162,0.1272198785,37122.9447258245,21.6,0
38163,0.040230458,28031.683973313,24.1,0
38164,0.0377185489,56302.8593653328,24.24,0
38165,0.058150704,33699.4267902672,23.3,0
38166,0.0146067964,26005.9654232508,26.3,0
38167,0.0152951935,48420.7911182603,26.2,0
38168,0.0201629919,34508.3432063277,25.6,0
38169,0.0106795998,43606.2671096674,26.98,0
38170,0.0437074004,51235.2651249446,23.92,0
38171,0.5135171787,63961.3886667725,18.57,0
38172,0.6089126221,88357.8657850657,18.2,0
38173,0.4726666672,52584.0605019086,18.75,0
38174,0.2315021222,66676.35606228,20.3,0
38175,0.0334622374,75950.3375239241,24.5,0
38176,0.0527904029,20231.537366311,23.51,0
38177,0.8405334021,64251.275090589,17.5,0
38178,0.0058150704,10504.9344242992,28.3,0
38179,0.0384197891,40983.7736133814,24.2,0
38180,0.0092162655,25633.8931251345,27.3,0
38181,0.2140695897,96976.0474137803,20.47,0
38182,0.0088014652,19316.7067022925,27.4,0
38183,0.0231502122,29758.6140381157,25.3,0
38184,0.079534394,118189.1292849875,22.62,0
38185,0.0278326768,65263.6384457454,24.9,0
38186,0.022108281,55923.006652574,25.4,0
38187,0.0048367649,26501.8400283037,28.7,0
38188,0.0192555078,28137.2828242823,25.7,0
38189,0.0555334912,46964.5546441532,23.4,0
38190,0.0921626549,94677.490423327,22.3,0
38191,0.0055533491,25585.2714316789,28.4,0
38192,0.0766575574,36969.730722265,22.7,0
38193,0.1015207872,114738.3201773063,22.09,0
38194,0.0127219879,40340.0803069678,26.6,0
38195,0.2210828104,82744.2764397767,20.4,0
38196,0.0160160338,24341.3242033269,26.1,0
38197,0.1385335542,60961.483620383,21.415,0
38198,0.040230458,61083.4653792486,24.1,0
38199,0.1010543415,67949.485752578,22.1,0
38200,0.0350392641,47877.3921716557,24.4,0
38201,0.0139493823,57103.2982746137,26.4,0
38202,0.0343997255,57965.7931583458,24.44,0
38203,0.57089334,93831.234696751,18.34,0
38204,0.5895966084,51424.4257097612,18.27,0
38205,0.1838886721,55216.6553542979,20.8,0
38206,0.1326034968,32706.856184635,21.51,0
38207,0.2745079817,88971.9571792476,19.93,1
38208,0.0766575574,10924.6158408013,22.7,0
38209,0.099667824,12494.7905030299,22.13,0
38210,0.0305179233,15630.1840712291,24.7,0
38211,0.0133215567,20296.9079353487,26.5,0
38212,0.0421264611,32590.2910082725,24.0,0
38213,0.0231502122,80808.6572813567,25.3,0
38214,0.0160160338,38816.133060082,26.1,0
38215,0.0242412481,31566.7727232007,25.2,0
38216,0.2325706875,58033.396702355,20.29,1
38217,0.0022108281,14295.1539655539,26.6,0
38218,0.0127219879,41111.4049266823,26.6,0
38219,0.0088014652,17179.3716225898,27.4,0
38220,0.0160160338,25509.5260015712,26.1,0
38221,0.0116025908,28099.8378483684,26.8,0
38222,0.0244655496,64919.4731547901,25.18,0
38223,0.0225193047,32230.1896861014,25.36,0
38224,0.3503926411,63011.0196915901,19.4,0
38225,0.229379698,57138.7482302868,20.32,0
38226,0.1108038821,49270.0164738883,21.9,1
38227,0.0160160338,28327.4586643109,26.1,0
38228,0.1772372393,78238.5151074768,20.88,0
38229,0.0076657557,15464.7339399049,27.7,0
38230,0.0608912622,8878.2538673964,23.2,0
38231,0.1165614595,85187.3439539891,21.79,0
38232,0.0603330078,96002.5793805688,23.22,0
38233,0.2251930467,32001.9298003367,20.36,1
38234,1.4947032424,67691.3365596931,16.25,1
38235,0.2538370294,43165.28728877,20.1,0
38236,0.1394938229,41153.4940576543,21.4,0
38237,0.0334622374,45423.1192509198,24.5,0
38238,0.0152951935,56450.963736707,26.2,0
38239,0.0192555078,21541.3633613527,25.7,0
38240,0.0319561887,52398.764353247,24.6,0
38241,0.063760979,59474.5703621662,23.1,0
38242,0.0080270317,18866.7543621031,27.6,0
38243,0.0147419515,52388.7971426518,26.28,0
38244,0.0262153087,54504.4745922912,25.03,0
38245,0.0024805899,46054.0069496168,30.15,0
38246,0.3806755436,42169.8746698524,19.22,1
38247,0.2016299194,67903.1354002248,20.6,1
38248,0.0069912523,51064.7687558244,27.9,0
38249,0.0024241248,17389.0339088467,30.2,0
38250,0.0319561887,35943.4091505432,24.6,0
38251,0.040230458,17538.5339431329,24.1,0
